raceId,driverId,points,position,wins
444,179,0.0,28,0
444,191,0.0,31,0
445,117,35.5,1,3
445,177,20.5,5,1
445,173,29.0,3,0
445,158,3.0,14,0
445,175,8.0,10,0
445,123,3.0,17,0
445,176,0.0,19,0
445,156,0.0,23,0
445,118,19.0,6,0
445,110,3.0,16,0
445,119,3.0,15,0
445,182,33.0,2,3
445,95,6.0,11,0
445,137,18.0,7,2
445,170,4.0,13,0
445,163,24.0,4,0
445,160,2.0,18,0
445,183,0.0,26,0
445,112,0.0,25,0
445,188,0.0,24,0
445,172,5.0,12,0
445,105,11.5,8,1
445,184,0.0,21,0
445,102,9.0,9,0
445,84,0.0,27,0
445,185,0.0,29,0
445,181,0.0,22,0
445,189,0.0,30,0
445,190,0.0,20,0
445,179,0.0,28,0
445,191,0.0,31,0
446,117,44.5,1,4
446,177,20.5,6,1
446,173,29.0,3,0
446,158,3.0,14,0
446,175,10.0,9,0
446,123,3.0,17,0
446,176,0.0,19,0
446,156,0.0,23,0
446,118,23.0,5,0
446,110,3.0,16,0
446,119,3.0,15,0
446,182,39.0,2,3
446,95,9.0,11,0
446,137,18.0,7,2
446,170,4.0,13,0
446,163,25.0,4,0
446,160,2.0,18,0
446,183,0.0,24,0
446,112,0.0,27,0
446,188,0.0,25,0
446,172,5.0,12,0
446,105,11.5,8,1
446,184,0.0,22,0
446,102,9.0,10,0
446,84,0.0,28,0
446,185,0.0,29,0
446,181,0.0,21,0
446,189,0.0,30,0
446,190,0.0,20,0
446,179,0.0,26,0
446,191,0.0,31,0
447,117,44.5,2,4
447,177,20.5,7,1
447,173,29.0,3,0
447,158,3.0,15,0
447,175,10.0,9,0
447,123,5.0,14,0
447,176,1.0,19,0
447,156,0.0,24,0
447,118,23.0,6,0
447,110,3.0,17,0
447,119,3.0,16,0
447,182,48.0,1,4
447,95,9.0,11,0
447,137,24.0,5,2
447,170,7.0,12,0
447,163,25.0,4,0
447,160,2.0,18,0
447,183,0.0,21,0
447,112,0.0,27,0
447,188,0.0,25,0
447,172,5.0,13,0
447,105,15.5,8,1
447,184,0.0,23,0
447,102,9.0,10,0
447,84,0.0,29,0
447,185,0.0,30,0
447,181,0.0,22,0
447,189,0.0,31,0
447,190,0.0,20,0
447,179,0.0,26,0
447,191,0.0,32,0
447,77,0.0,28,0
447,140,0.0,33,0
448,117,53.5,2,5
448,177,20.5,7,1
448,173,32.0,3,0
448,158,3.0,15,0
448,175,11.0,10,0
448,123,5.0,14,0
448,176,1.0,19,0
448,156,0.0,24,0
448,118,23.0,6,0
448,110,3.0,17,0
448,119,3.0,16,0
448,182,54.0,1,4
448,95,13.0,9,0
448,137,24.0,5,2
448,170,9.0,12,0
448,163,25.0,4,0
448,160,2.0,18,0
448,183,0.0,20,0
448,112,0.0,27,0
448,188,0.0,25,0
448,172,5.0,13,0
448,105,15.5,8,1
448,184,0.0,23,0
448,102,9.0,11,0
448,84,0.0,30,0
448,185,0.0,31,0
448,181,0.0,22,0
448,189,0.0,28,0
448,190,0.0,21,0
448,179,0.0,26,0
448,191,0.0,32,0
448,77,0.0,29,0
448,140,0.0,33,0
449,94,0.0,34,0
449,140,3.0,17,0
449,77,0.0,22,0
449,191,0.0,33,0
449,179,0.0,28,0
449,190,0.0,24,0
449,189,0.0,21,0
449,185,0.0,32,0
449,84,0.0,31,0
449,102,9.0,11,0
449,105,21.5,7,1
449,172,5.0,14,0
449,188,0.0,29,0
449,112,0.0,30,0
449,183,0.0,23,0
449,163,25.0,4,0
449,170,9.0,12,0
449,137,24.0,5,2
449,110,3.0,18,0
449,118,23.0,6,0
449,176,1.0,20,0
449,123,5.0,15,0
449,175,11.0,10,0
449,173,32.0,3,0
449,184,0.0,26,0
449,181,0.0,25,0
449,95,13.0,9,0
449,160,2.0,19,0
449,177,20.5,8,1
449,158,3.0,16,0
449,156,0.0,27,0
449,182,63.0,1,5
449,119,7.0,13,0
449,117,53.5,2,5
450,117,62.5,2,6
450,177,20.5,8,1
450,173,32.0,3,0
450,158,3.0,16,0
450,175,11.0,10,0
450,123,5.0,15,0
450,176,1.0,20,0
450,156,0.0,27,0
450,118,23.0,7,0
450,110,3.0,18,0
450,119,8.0,13,0
450,182,66.0,1,5
450,95,13.0,9,0
450,137,28.0,4,2
450,170,9.0,12,0
450,163,27.0,6,0
450,160,2.0,19,0
450,183,0.0,23,0
450,112,0.0,30,0
450,188,0.0,29,0
450,172,5.0,14,0
450,105,27.5,5,1
450,184,0.0,25,0
450,102,9.0,11,0
450,84,0.0,31,0
450,185,0.0,32,0
450,181,0.0,26,0
450,189,0.0,21,0
450,190,0.0,24,0
450,179,0.0,28,0
450,191,0.0,33,0
450,77,0.0,22,0
450,140,3.0,17,0
450,94,0.0,34,0
451,117,71.5,2,7
451,177,20.5,8,1
451,173,34.0,3,0
451,158,3.0,16,0
451,175,11.0,11,0
451,123,5.0,15,0
451,176,1.0,20,0
451,156,0.0,27,0
451,118,23.0,7,0
451,110,3.0,18,0
451,119,8.0,13,0
451,182,72.0,1,5
451,95,13.0,10,0
451,137,29.0,5,2
451,170,9.0,12,0
451,163,27.0,6,0
451,160,2.0,19,0
451,183,0.0,23,0
451,112,0.0,30,0
451,188,0.0,29,0
451,172,5.0,14,0
451,105,30.5,4,1
451,184,0.0,25,0
451,102,13.0,9,0
451,84,0.0,31,0
451,185,0.0,32,0
451,181,0.0,26,0
451,189,0.0,21,0
451,190,0.0,24,0
451,179,0.0,28,0
451,191,0.0,34,0
451,77,0.0,22,0
451,140,3.0,17,0
451,94,0.0,35,0
451,166,0.0,33,0
452,137,9.0,1,1
452,182,4.0,2,0
452,172,3.0,3,0
452,175,2.0,4,0
452,176,1.0,5,0
452,117,0.0,6,0
452,118,0.0,7,0
452,192,0.0,8,0
452,163,0.0,9,0
452,193,0.0,10,0
452,95,0.0,11,0
452,188,0.0,12,0
452,194,0.0,13,0
452,181,0.0,14,0
452,195,0.0,15,0
452,158,0.0,16,0
452,187,0.0,17,0
452,196,0.0,18,0
452,184,0.0,19,0
452,197,0.0,20,0
452,119,0.0,21,0
452,190,0.0,22,0
452,152,0.0,23,0
452,105,0.0,24,0
452,110,0.0,25,0
452,160,0.0,26,0
453,137,9.0,2,1
453,182,10.0,1,0
453,172,6.0,4,0
453,175,2.0,7,0
453,176,3.0,6,0
453,117,0.0,9,0
453,118,0.0,12,0
453,192,0.0,14,0
453,163,4.0,5,0
453,193,0.0,11,0
453,95,0.0,16,0
453,188,1.0,8,0
453,194,0.0,18,0
453,181,0.0,19,0
453,195,0.0,22,0
453,158,0.0,17,0
453,187,9.0,3,1
453,196,0.0,10,0
453,184,0.0,26,0
453,197,0.0,24,0
453,119,0.0,15,0
453,190,0.0,28,0
453,152,0.0,25,0
453,105,0.0,13,0
453,110,0.0,21,0
453,160,0.0,29,0
453,178,0.0,20,0
453,173,0.0,23,0
453,177,0.0,27,0
454,137,15.0,1,1
454,182,10.0,2,0
454,172,7.0,5,0
454,175,5.0,6,0
454,176,3.0,9,0
454,117,9.0,3,1
454,118,0.0,15,0
454,192,0.0,17,0
454,163,4.0,7,0
454,193,0.0,14,0
454,95,0.0,19,0
454,188,1.0,11,0
454,194,0.0,22,0
454,181,0.0,23,0
454,195,0.0,26,0
454,158,4.0,8,0
454,187,9.0,4,1
454,196,0.0,12,0
454,184,0.0,28,0
454,197,0.0,16,0
454,119,0.0,18,0
454,190,0.0,25,0
454,152,0.0,21,0
454,105,0.0,13,0
454,110,0.0,20,0
454,160,0.0,29,0
454,178,0.0,24,0
454,173,0.0,27,0
454,177,2.0,10,0
454,168,0.0,30,0
455,137,15.0,2,1
455,182,10.0,5,0
455,172,7.0,7,0
455,175,14.0,3,1
455,176,4.0,10,0
455,117,15.0,1,1
455,118,0.0,16,0
455,192,0.0,13,0
455,163,8.0,6,0
455,193,0.0,15,0
455,95,0.0,21,0
455,188,1.0,11,0
455,194,0.0,24,0
455,181,0.0,20,0
455,195,0.0,28,0
455,158,4.0,9,0
455,187,11.0,4,1
455,196,0.0,12,0
455,184,0.0,19,0
455,197,0.0,17,0
455,119,0.0,18,0
455,190,0.0,27,0
455,152,0.0,23,0
455,105,0.0,14,0
455,110,0.0,22,0
455,160,0.0,29,0
455,178,0.0,25,0
455,173,0.0,26,0
455,177,5.0,8,0
455,168,0.0,30,0
456,137,21.0,1,1
456,182,10.0,6,0
456,172,7.0,8,0
456,175,17.0,3,1
456,176,4.0,10,0
456,117,19.0,2,1
456,118,0.0,17,0
456,192,0.0,14,0
456,163,8.0,7,0
456,193,2.0,11,0
456,95,0.0,21,0
456,188,1.0,13,0
456,194,0.0,24,0
456,181,0.0,20,0
456,195,0.0,28,0
456,158,4.0,9,0
456,187,11.0,5,1
456,196,0.0,15,0
456,184,1.0,12,0
456,197,0.0,18,0
456,119,0.0,19,0
456,190,0.0,27,0
456,152,0.0,23,0
456,105,0.0,16,0
456,110,0.0,22,0
456,160,0.0,29,0
456,178,0.0,26,0
456,173,0.0,25,0
456,177,14.0,4,1
456,168,0.0,30,0
457,137,24.0,2,1
457,182,10.0,6,0
457,172,8.0,9,0
457,175,23.0,3,1
457,176,4.0,10,0
457,117,28.0,1,2
457,118,0.0,15,0
457,192,0.0,14,0
457,163,8.0,7,0
457,193,2.0,11,0
457,95,0.0,23,0
457,188,1.0,12,0
457,194,0.0,25,0
457,181,0.0,22,0
457,195,0.0,28,0
457,158,8.0,8,0
457,187,11.0,5,1
457,196,0.0,16,0
457,184,1.0,13,0
457,197,0.0,20,0
457,119,0.0,21,0
457,190,0.0,27,0
457,152,0.0,18,0
457,105,0.0,17,0
457,110,0.0,24,0
457,160,0.0,30,0
457,178,0.0,26,0
457,173,0.0,19,0
457,177,16.0,4,1
457,168,0.0,31,0
457,123,0.0,29,0
458,137,27.0,2,1
458,182,10.0,6,0
458,172,10.0,7,0
458,175,23.0,3,1
458,176,4.0,11,0
458,117,28.0,1,2
458,118,0.0,17,0
458,192,0.0,16,0
458,163,8.0,9,0
458,193,2.0,12,0
458,95,1.0,15,0
458,188,1.0,13,0
458,194,0.0,26,0
458,181,0.0,24,0
458,195,0.0,27,0
458,158,8.0,10,0
458,187,15.0,5,1
458,196,0.0,18,0
458,184,1.0,14,0
458,197,0.0,22,0
458,119,0.0,23,0
458,190,0.0,29,0
458,152,0.0,20,0
458,105,9.0,8,1
458,110,0.0,25,0
458,160,0.0,30,0
458,178,0.0,28,0
458,173,0.0,21,0
458,177,22.0,4,1
458,168,0.0,31,0
458,123,0.0,19,0
459,137,27.0,2,1
459,182,10.0,8,0
459,172,10.0,9,0
459,175,27.0,3,1
459,176,4.0,11,0
459,117,30.0,1,2
459,118,0.0,18,0
459,192,0.0,17,0
459,163,17.0,5,1
459,193,2.0,12,0
459,95,1.0,15,0
459,188,1.0,14,0
459,194,0.0,26,0
459,181,0.0,21,0
459,195,0.0,27,0
459,158,14.0,7,0
459,187,16.0,6,1
459,196,0.0,19,0
459,184,1.0,13,0
459,197,0.0,23,0
459,119,0.0,24,0
459,190,0.0,29,0
459,152,0.0,20,0
459,105,9.0,10,1
459,110,0.0,25,0
459,160,0.0,30,0
459,178,0.0,28,0
459,173,0.0,22,0
459,177,25.0,4,1
459,168,0.0,32,0
459,123,0.0,16,0
459,198,0.0,31,0
460,137,33.0,2,1
460,182,11.0,8,0
460,172,10.0,9,0
460,175,31.0,3,1
460,176,4.0,12,0
460,117,39.0,1,3
460,118,0.0,18,0
460,192,0.0,17,0
460,163,19.0,5,1
460,193,2.0,13,0
460,95,4.0,11,0
460,188,1.0,15,0
460,194,0.0,26,0
460,181,0.0,23,0
460,195,0.0,27,0
460,158,14.0,7,0
460,187,16.0,6,1
460,196,0.0,19,0
460,184,1.0,14,0
460,197,0.0,22,0
460,119,0.0,25,0
460,190,0.0,29,0
460,152,0.0,20,0
460,105,9.0,10,1
460,110,0.0,21,0
460,160,0.0,30,0
460,178,0.0,28,0
460,173,0.0,24,0
460,177,25.0,4,1
460,168,0.0,34,0
460,123,0.0,16,0
460,198,0.0,32,0
460,140,0.0,31,0
460,186,0.0,33,0
461,137,33.0,2,1
461,182,11.0,8,0
461,172,11.0,9,0
461,175,31.0,3,1
461,176,4.0,14,0
461,117,42.0,1,3
461,118,0.0,20,0
461,192,0.0,19,0
461,163,28.0,4,2
461,193,2.0,15,0
461,95,4.0,13,0
461,188,1.0,17,0
461,194,0.0,26,0
461,181,0.0,24,0
461,195,0.0,27,0
461,158,14.0,7,0
461,187,18.0,6,1
461,196,0.0,21,0
461,184,1.0,16,0
461,197,0.0,22,0
461,119,4.0,12,0
461,190,0.0,29,0
461,152,0.0,23,0
461,105,9.0,10,1
461,110,6.0,11,0
461,160,0.0,30,0
461,178,0.0,28,0
461,173,0.0,25,0
461,177,25.0,5,1
461,168,0.0,34,0
461,123,0.0,18,0
461,198,0.0,33,0
461,140,0.0,31,0
461,186,0.0,32,0
462,137,37.0,2,1
462,182,12.0,8,0
462,172,11.0,9,0
462,175,31.0,4,1
462,176,4.0,14,0
462,117,51.0,1,4
462,118,0.0,21,0
462,192,0.0,20,0
462,163,34.0,3,2
462,193,2.0,15,0
462,95,6.0,12,0
462,188,1.0,17,0
462,194,0.0,29,0
462,181,0.0,24,0
462,195,0.0,30,0
462,158,17.0,7,0
462,187,18.0,6,1
462,196,0.0,22,0
462,184,1.0,16,0
462,197,0.0,19,0
462,119,4.0,13,0
462,190,0.0,26,0
462,152,0.0,23,0
462,105,9.0,10,1
462,110,6.0,11,0
462,160,0.0,27,0
462,178,0.0,31,0
462,173,0.0,25,0
462,177,25.0,5,1
462,168,0.0,34,0
462,123,0.0,18,0
462,198,0.0,33,0
462,140,0.0,28,0
462,186,0.0,32,0
463,137,37.0,3,1
463,182,12.0,8,0
463,172,11.0,9,0
463,175,37.0,4,1
463,176,4.0,14,0
463,117,51.0,1,4
463,118,3.0,15,0
463,192,0.0,21,0
463,163,43.0,2,3
463,193,2.0,17,0
463,95,6.0,12,0
463,188,1.0,18,0
463,194,0.0,30,0
463,181,0.0,25,0
463,195,0.0,29,0
463,158,17.0,7,0
463,187,22.0,6,1
463,196,0.0,22,0
463,184,3.0,16,0
463,197,0.0,20,0
463,119,4.0,13,0
463,190,0.0,27,0
463,152,0.0,24,0
463,105,10.0,10,1
463,110,6.0,11,0
463,160,0.0,28,0
463,178,0.0,31,0
463,173,0.0,26,0
463,177,25.0,5,1
463,168,0.0,34,0
463,123,0.0,19,0
463,198,0.0,33,0
463,140,0.0,23,0
463,186,0.0,32,0
464,137,46.0,3,2
464,182,12.0,8,0
464,172,11.0,9,0
464,175,40.0,4,1
464,176,4.0,15,0
464,117,51.0,1,4
464,118,4.0,14,0
464,192,0.0,23,0
464,163,49.0,2,3
464,193,2.0,17,0
464,95,6.0,12,0
464,188,1.0,19,0
464,194,0.0,30,0
464,181,0.0,26,0
464,195,0.0,29,0
464,158,21.0,7,0
464,187,22.0,6,1
464,196,0.0,24,0
464,184,3.0,16,0
464,197,0.0,21,0
464,119,4.0,13,0
464,190,0.0,27,0
464,152,0.0,22,0
464,105,10.0,10,1
464,110,6.0,11,0
464,160,0.0,28,0
464,178,0.0,31,0
464,173,2.0,18,0
464,177,25.0,5,1
464,168,0.0,34,0
464,123,0.0,20,0
464,198,0.0,33,0
464,140,0.0,25,0
464,186,0.0,32,0
465,156,0.0,30,0
465,186,0.0,33,0
465,140,0.0,25,0
465,198,0.0,34,0
465,123,0.0,21,0
465,168,0.0,35,0
465,177,25.0,5,1
465,178,0.0,32,0
465,160,0.0,28,0
465,110,9.0,12,0
465,152,1.0,19,0
465,190,0.0,27,0
465,119,4.0,14,0
465,196,0.0,24,0
465,187,22.0,6,1
465,118,6.0,13,0
465,176,4.0,15,0
465,175,40.0,4,1
465,182,12.0,8,0
465,192,0.0,23,0
465,163,49.0,3,3
465,193,2.0,17,0
465,95,10.0,11,0
465,188,1.0,20,0
465,194,0.0,31,0
465,181,0.0,26,0
465,195,0.0,29,0
465,158,21.0,7,0
465,117,57.0,1,4
465,173,2.0,18,0
465,105,10.0,10,1
465,197,0.0,22,0
465,137,55.0,2,3
465,184,3.0,16,0
465,172,11.0,9,0
466,137,59.0,1,3
466,182,12.0,10,0
466,172,11.0,11,0
466,175,40.0,4,1
466,176,4.0,15,0
466,117,57.0,2,4
466,118,9.0,14,0
466,192,0.0,23,0
466,163,49.0,3,3
466,193,2.0,17,0
466,95,10.0,13,0
466,188,1.0,20,0
466,194,0.0,32,0
466,181,0.0,26,0
466,195,0.0,29,0
466,158,22.0,7,0
466,187,22.0,6,1
466,196,0.0,24,0
466,184,3.0,16,0
466,197,0.0,22,0
466,119,13.0,9,1
466,190,0.0,27,0
466,152,1.0,19,0
466,105,10.0,12,1
466,110,15.0,8,0
466,160,0.0,28,0
466,178,0.0,33,0
466,173,2.0,18,0
466,177,27.0,5,1
466,168,0.0,35,0
466,123,0.0,21,0
466,198,0.0,34,0
466,140,0.0,25,0
466,186,0.0,30,0
466,156,0.0,31,0
467,117,9.0,1,1
467,199,6.0,2,0
467,163,4.0,3,0
467,182,3.0,4,0
467,177,2.0,5,0
467,187,1.0,6,0
467,105,0.0,7,0
467,173,0.0,8,0
467,194,0.0,9,0
467,181,0.0,10,0
467,152,0.0,11,0
467,200,0.0,12,0
467,110,0.0,13,0
467,206,0.0,14,0
467,196,0.0,15,0
467,201,0.0,16,0
467,192,0.0,17,0
467,202,0.0,18,0
467,172,0.0,19,0
467,118,0.0,20,0
467,119,0.0,21,0
467,158,0.0,22,0
467,203,0.0,23,0
467,137,0.0,24,0
467,95,0.0,25,0
467,197,0.0,26,0
467,184,0.0,27,0
467,204,0.0,28,0
467,205,0.0,29,0
467,195,0.0,30,0
467,170,0.0,31,0
468,117,18.0,1,2
468,199,6.0,3,0
468,163,4.0,4,0
468,182,3.0,7,0
468,177,2.0,9,0
468,187,7.0,2,0
468,105,3.0,6,0
468,173,0.0,13,0
468,194,0.0,14,0
468,181,2.0,8,0
468,152,0.0,17,0
468,200,0.0,12,0
468,110,0.0,18,0
468,206,0.0,19,0
468,196,0.0,20,0
468,201,0.0,11,0
468,192,0.0,21,0
468,202,1.0,10,0
468,172,0.0,24,0
468,118,0.0,25,0
468,119,0.0,22,0
468,158,0.0,26,0
468,203,0.0,23,0
468,137,0.0,27,0
468,95,4.0,5,0
468,197,0.0,15,0
468,184,0.0,16,0
468,204,0.0,30,0
468,205,0.0,29,0
468,195,0.0,31,0
468,170,0.0,28,0
469,117,18.0,1,2
469,199,6.0,5,0
469,163,4.0,9,0
469,182,12.0,2,1
469,177,8.0,3,0
469,187,8.0,4,0
469,105,6.0,6,0
469,173,2.0,10,0
469,194,0.0,16,0
469,181,2.0,11,0
469,152,0.0,19,0
469,200,0.0,14,0
469,110,0.0,20,0
469,206,0.0,21,0
469,196,0.0,15,0
469,201,0.0,13,0
469,192,0.0,22,0
469,202,1.0,12,0
469,172,0.0,26,0
469,118,0.0,29,0
469,119,4.0,8,0
469,158,0.0,23,0
469,203,0.0,27,0
469,137,0.0,28,0
469,95,4.0,7,0
469,197,0.0,17,0
469,184,0.0,18,0
469,204,0.0,32,0
469,205,0.0,24,0
469,195,0.0,25,0
469,170,0.0,31,0
469,207,0.0,30,0
470,117,18.0,1,2
470,199,6.0,8,0
470,163,4.0,10,0
470,182,12.0,2,1
470,177,8.0,5,0
470,187,8.0,6,0
470,105,10.0,4,0
470,173,2.0,13,0
470,194,2.0,14,0
470,181,2.0,15,0
470,152,0.0,20,0
470,200,0.0,17,0
470,110,0.0,21,0
470,206,0.0,22,0
470,196,0.0,18,0
470,201,0.0,16,0
470,192,0.0,23,0
470,202,10.0,3,1
470,172,0.0,30,0
470,118,0.0,28,0
470,119,4.0,11,0
470,158,0.0,26,0
470,203,6.0,7,0
470,137,0.0,31,0
470,95,4.0,9,0
470,197,3.0,12,0
470,184,0.0,19,0
470,204,0.0,25,0
470,205,0.0,27,0
470,195,0.0,29,0
470,170,0.0,24,0
470,207,0.0,32,0
471,117,18.0,1,2
471,199,6.0,8,0
471,163,4.0,11,0
471,182,12.0,4,1
471,177,14.0,3,0
471,187,17.0,2,1
471,105,10.0,6,0
471,173,5.0,9,0
471,194,2.0,15,0
471,181,2.0,16,0
471,152,0.0,25,0
471,200,0.0,21,0
471,110,0.0,26,0
471,206,0.0,27,0
471,196,0.0,22,0
471,201,0.0,19,0
471,192,1.0,18,0
471,202,10.0,5,1
471,172,0.0,23,0
471,118,0.0,31,0
471,119,4.0,13,0
471,158,4.0,12,0
471,203,6.0,7,0
471,137,2.0,17,0
471,95,4.0,10,0
471,197,3.0,14,0
471,184,0.0,24,0
471,204,0.0,29,0
471,205,0.0,30,0
471,195,0.0,32,0
471,170,0.0,28,0
471,207,0.0,33,0
471,176,0.0,20,0
471,136,0.0,34,0
471,208,0.0,35,0
472,117,18.0,1,2
472,199,6.0,11,0
472,163,4.0,13,0
472,182,12.0,6,1
472,177,14.0,4,0
472,187,17.0,2,1
472,105,10.0,7,0
472,173,7.0,9,0
472,194,2.0,16,0
472,181,2.0,17,0
472,152,0.0,28,0
472,200,0.0,23,0
472,110,4.0,12,0
472,206,1.0,19,0
472,196,0.0,24,0
472,201,0.0,22,0
472,192,1.0,20,0
472,202,16.0,3,1
472,172,0.0,26,0
472,118,0.0,31,0
472,119,13.0,5,1
472,158,4.0,14,0
472,203,6.0,10,0
472,137,2.0,18,0
472,95,7.0,8,0
472,197,3.0,15,0
472,184,0.0,27,0
472,204,0.0,30,0
472,205,0.0,25,0
472,195,0.0,32,0
472,170,0.0,29,0
472,207,0.0,33,0
472,176,0.0,21,0
472,136,0.0,34,0
472,208,0.0,35,0
473,117,18.0,3,2
473,199,6.0,12,0
473,163,4.0,13,0
473,182,12.0,6,1
473,177,17.0,4,0
473,187,26.0,1,2
473,105,10.0,8,0
473,173,7.0,10,0
473,194,2.0,17,0
473,181,2.0,18,0
473,152,0.0,28,0
473,200,0.0,22,0
473,110,4.0,14,0
473,206,3.0,16,0
473,196,0.0,25,0
473,201,0.0,24,0
473,192,1.0,21,0
473,202,20.0,2,1
473,172,1.0,20,0
473,118,0.0,31,0
473,119,13.0,5,1
473,158,10.0,7,0
473,203,6.0,11,0
473,137,2.0,19,0
473,95,7.0,9,0
473,197,3.0,15,0
473,184,0.0,27,0
473,204,0.0,30,0
473,205,0.0,26,0
473,195,0.0,32,0
473,170,0.0,29,0
473,207,0.0,33,0
473,176,0.0,23,0
473,136,0.0,34,0
473,208,0.0,35,0
474,117,18.0,4,2
474,199,6.0,13,0
474,163,4.0,15,0
474,182,12.0,6,1
474,177,17.0,5,0
474,187,30.0,1,2
474,105,10.0,9,0
474,173,10.0,10,0
474,194,2.0,19,0
474,181,2.0,20,0
474,152,0.0,28,0
474,200,0.0,23,0
474,110,5.0,14,0
474,206,3.0,17,0
474,196,0.0,25,0
474,201,0.0,24,0
474,192,1.0,22,0
474,202,20.0,2,1
474,172,1.0,21,0
474,118,0.0,31,0
474,119,19.0,3,1
474,158,10.0,8,0
474,203,6.0,12,0
474,137,11.0,7,1
474,95,7.0,11,0
474,197,3.0,16,0
474,184,0.0,27,0
474,204,0.0,30,0
474,205,0.0,26,0
474,195,0.0,32,0
474,170,0.0,29,0
474,207,0.0,33,0
474,176,2.0,18,0
474,136,0.0,34,0
474,208,0.0,36,0
474,209,0.0,35,0
475,117,18.0,5,2
475,199,6.0,13,0
475,163,4.0,16,0
475,182,15.0,7,1
475,177,21.0,3,0
475,187,30.0,1,2
475,105,10.0,9,0
475,173,10.0,10,0
475,194,2.0,19,0
475,181,2.0,20,0
475,152,0.0,29,0
475,200,0.0,24,0
475,110,5.0,14,0
475,206,5.0,15,0
475,196,0.0,26,0
475,201,0.0,25,0
475,192,1.0,23,0
475,202,29.0,2,2
475,172,1.0,22,0
475,118,0.0,32,0
475,119,19.0,4,1
475,158,10.0,8,0
475,203,6.0,12,0
475,137,17.0,6,1
475,95,7.0,11,0
475,197,3.0,17,0
475,184,1.0,21,0
475,204,0.0,31,0
475,205,0.0,27,0
475,195,0.0,33,0
475,170,0.0,30,0
475,207,0.0,35,0
475,176,2.0,18,0
475,136,0.0,34,0
475,208,0.0,37,0
475,209,0.0,36,0
475,175,0.0,28,0
475,90,0.0,38,0
476,117,19.0,5,2
476,199,6.0,14,0
476,163,4.0,17,0
476,182,24.0,3,2
476,177,21.0,4,0
476,187,30.0,2,2
476,105,10.0,10,0
476,173,13.0,8,0
476,194,2.0,20,0
476,181,2.0,21,0
476,152,0.0,27,0
476,200,0.0,25,0
476,110,5.0,15,0
476,206,7.0,12,0
476,196,0.0,29,0
476,201,0.0,26,0
476,192,1.0,24,0
476,202,35.0,1,2
476,172,1.0,23,0
476,118,0.0,32,0
476,119,19.0,6,1
476,158,10.0,9,0
476,203,6.0,13,0
476,137,17.0,7,1
476,95,7.0,11,0
476,197,3.0,18,0
476,184,1.0,22,0
476,204,0.0,31,0
476,205,0.0,28,0
476,195,0.0,33,0
476,170,0.0,30,0
476,207,0.0,35,0
476,176,2.0,19,0
476,136,0.0,34,0
476,208,0.0,37,0
476,209,0.0,36,0
476,175,4.0,16,0
476,90,0.0,38,0
477,117,25.0,3,2
477,199,6.0,16,0
477,163,13.0,8,1
477,182,24.0,4,2
477,177,23.0,5,0
477,187,30.0,2,2
477,105,11.0,10,0
477,173,13.0,9,0
477,194,2.0,20,0
477,181,2.0,21,0
477,152,0.0,26,0
477,200,0.0,25,0
477,110,5.0,17,0
477,206,7.0,14,0
477,196,0.0,29,0
477,201,0.0,27,0
477,192,1.0,24,0
477,202,39.0,1,2
477,172,1.0,23,0
477,118,0.0,31,0
477,119,19.0,6,1
477,158,10.0,11,0
477,203,6.0,15,0
477,137,17.0,7,1
477,95,7.0,12,0
477,197,3.0,18,0
477,184,1.0,22,0
477,204,0.0,33,0
477,205,0.0,28,0
477,195,0.0,34,0
477,170,0.0,32,0
477,207,0.0,36,0
477,176,2.0,19,0
477,136,0.0,35,0
477,208,0.0,37,0
477,209,0.0,30,0
477,175,7.0,13,0
477,90,0.0,38,0
478,117,25.0,4,2
478,199,6.0,16,0
478,163,19.0,6,1
478,182,24.0,5,2
478,177,27.0,3,0
478,187,30.0,2,2
478,105,14.0,10,0
478,173,13.0,11,0
478,194,2.0,21,0
478,181,2.0,22,0
478,152,2.0,20,0
478,200,0.0,27,0
478,110,5.0,17,0
478,206,7.0,14,0
478,196,0.0,29,0
478,201,0.0,28,0
478,192,1.0,25,0
478,202,39.0,1,2
478,172,1.0,24,0
478,118,0.0,31,0
478,119,19.0,7,1
478,158,10.0,12,0
478,203,6.0,15,0
478,137,17.0,8,1
478,95,7.0,13,0
478,197,3.0,18,0
478,184,1.0,23,0
478,204,0.0,34,0
478,205,0.0,26,0
478,195,0.0,30,0
478,170,0.0,33,0
478,207,0.0,36,0
478,176,3.0,19,0
478,136,0.0,35,0
478,208,0.0,37,0
478,209,0.0,32,0
478,175,16.0,9,1
478,90,0.0,40,0
478,210,0.0,38,0
478,211,0.0,39,0
479,117,25.0,5,2
479,199,6.0,16,0
479,163,19.0,7,1
479,182,26.0,4,2
479,177,33.0,2,0
479,187,30.0,3,2
479,105,14.0,11,0
479,173,22.0,6,1
479,194,2.0,22,0
479,181,2.0,23,0
479,152,2.0,21,0
479,200,0.0,27,0
479,110,5.0,18,0
479,206,7.0,14,0
479,196,0.0,29,0
479,201,0.0,28,0
479,192,1.0,25,0
479,202,39.0,1,2
479,172,5.0,17,0
479,118,0.0,31,0
479,119,19.0,8,1
479,158,10.0,12,0
479,203,6.0,15,0
479,137,17.0,10,1
479,95,7.0,13,0
479,197,3.0,19,0
479,184,2.0,24,0
479,204,0.0,34,0
479,205,0.0,26,0
479,195,0.0,30,0
479,170,0.0,33,0
479,207,0.0,37,0
